questao,gabarito,enunciado,alternativas
84,C,"Rodrigo havia sido indicado pela oposição para fiscal duma das mesas eleitorais. Pôs o revólver na cintura, uma caixa de balas no bolso e encaminhou-se para seu posto. A chamada dos eleitores começou às sete da manhã. Plantados junto da porta, os capangas do Trindade ofereciam cédulas com o nome dos candidatos oficiais a todos os eleitores que entravam. Estes, em sua quase totalidade, tomavam docilmente dos papeluchos e depositavam-nos na urna, depois de assinar a autêntica. Os que se recusavam a isso tinham seus nomes acintosamente anotados. VERISSIMO, E. O tempo e o vento. São Paulo: Globo, 2003 (adaptado). Erico Verissimo tematiza em obra ficcional o seguinte aspecto característico da vida política durante a Primeira República: ","['Identificação forçada de homens analfabetos. ', 'Monitoramento legal dos pleitos legislativos. ', 'Repressão explícita ao exercício de direito. ', 'Propaganda direcionada à população do campo. ', 'Cerceamento policial dos operários sindicalizados.']"
85,A,"Então disse: “Este é o local onde construirei. Tudo pode chegar aqui pelo Eufrates, o Tigre e uma rede de canais. Só um lugar como este sustentará o exército e a população geral”. Assim ele traçou e destinou as verbas para a sua construção, e deitou o primeiro tijolo com sua própria mão, dizendo: “Em nome de Deus, e em louvor a Ele. Construí, e que Deus vos abençoe”. AL-TABARI, M. Uma história dos povos árabes. São Paulo: Cia. da s Letras, 1995 (adaptado). decisão do califa Al-Mansur (754-775) de construir Bagdá nesse local orientou-se pela ","['disponibilidade de rotas e terras férteis como base da dominação política. ', 'proximidade de áreas populosas como afirmação da superioridade bélica. ', 'submissão à hierarquia e à lei islâmica como controle do poder real. ', 'fuga da península arábica como afastamento dos conflitos sucessórios. ', 'ocupação de região fronteiriça como contenção do avanço mongol.']"
86,A,"ag ricultura ecológica e a produção orgânica de alimentos estão ganhando relevância em diferentes partes do mundo. No campo brasileiro, também acontece o mesmo. Impulsionado especialmente pela expansão da demanda de alimentos saudáveis, o setor cresce a cada ano, embora permaneça relativamente marginalizado na agenda de prioridades da política agrícola praticada no país. AQUINO, J. R.; GAZOLLA, M.; SCHNEIDER, S. In: SAMBUICHI, R. H. R. et al. (Org.). política nacional de agroecologia e produção orgânica no Brasil : uma trajetória de luta pelo desenvolvimento rural sustentável. Brasília: Ipea, 2017 (adaptado). Que tipo de intervenção do poder público no espaço rural é capaz de reduzir a marginalização produtiva apresentada no texto? ","['Subsidiar os cultivos de base familiar. ', 'Favorecer as práticas de fertilização química. ', 'Restringir o emprego de maquinário moderno. ', 'Controlar a expansão de sistemas de irrigação . ', 'Regulamentar o us o de sementes selecionadas.']"
87,B,Tônico para a saúde da mulher . Disponível em: www.propagandashistoricas.com.br. Acesso em: 28 nov. 2017. O anúncio publicitário da década de 1940 reforça os seguintes estereótipos atribuídos historicamente a uma suposta natureza feminina: ,"['Pudor in ato e instinto maternal. ', 'Fragilidade física e necessidade de aceitação. ', 'Isolamento social e procura de autoconhecimento. ', 'Dependência econômica e desejo de ostentação. ', 'Mentalidade fútil e conduta hedonista.*SA0175AZ30*CH - 1º dia | Caderno 1 - AZUL - Página 31']"
88,C,"Participação percentual do extrativismo vegetal e da silvicultura no valor da produção primária florestal — Brasil — 1996-2014 90,0 80,070,060,050,040,030,020,010,0 0,0%1996 1997 1998 1999200020012002 2003 2004200520062007 2008 200920102011 2012 2013 2014Silvicultura Extrativismo vegetal IBGE. Produção da extração vegetal e da silvicultura. Rio de Janeiro: IBGE, 2014 (adaptado). Considerando as diferenças entre extrativismo vegetal e silvicultura, a variação das curvas do gráfico foi influenciada pela tendência de ","['conservação do bioma nativo. ', 'estagnação do setor primário. ', 'utilização de madeira de reflorestamento. ', 'redução da produção de móveis. ', 'retração da indú stria alimentícia.']"
89,D,"No início da década de 1990, dois biólogos importantes, Redford e Robinson, produziram um modelo largamente aceito de “produção sustentável” que previa quantos indivíduos de cada espécie poderiam ser caçados de forma sustentável baseado nas suas taxas de reprodução. Os seringueiros do Alto Juruá tinham um modelo diferente: a quem lhes afirmava que estavam caçando acima do sustentável (dentro do modelo), eles diziam que não, que o nível da caça dependia da existência de áreas de refúgio em que ninguém caçava. Ora, esse acabou sendo o modelo batizado de “fonte-ralo” proposto dez anos após o primeiro por Novaro, Bodmer e o próprio Redford e que suplantou o modelo anterior. CUNHA, M. C. Revista USP , n. 75, set.-nov. 2007. No contexto da produção científica, a necessidade de reconstrução desse modelo, conforme exposto no texto, foi determinada pelo confronto com um(a) ","['conclusão operacional obtida por lógica dedutiva. ', 'visão de mundo marcada por preconceitos morais. ', 'hábito social condicionado pela religiosidade popular. ', 'conhecimento empírico apropriado pelo senso comum. ', 'padrão de preservação construído por experimentação dirigida.']"
90,E,"Um dos teóricos da democracia moderna, Hans Kelsen, considera elemento essencial da democracia real (não da democracia ideal, que não existe em lugar algum) o método da seleção dos líderes, ou seja, a eleição. Exemplar, neste sentido, é a afirmação de um juiz da Corte Suprema dos Estados Unidos, por ocasião de uma eleição de 1902: “A cabine eleitoral é o templo das instituições americanas, onde cada um de nós é um sacerdote, ao qual é confiada a guarda da arca da aliança e cada um oficia do seu próprio altar”. BOBBIO, N. Teoria geral da política . Rio de Janeiro: Elsevier, 2000 (adaptado). As metáforas utilizadas no texto referem-se a uma concepção de democracia fundamentada no(a) ","['justificação teísta do direito. ', 'rigidez da hierarquia de classe. ', 'ênfase formalista na administração. ', 'protagonismo do Executivo no poder. ', 'centralidade do indivíduo na sociedade. *SA0175AZ31*LC - 1º dia | Caderno 1 - AZUL - Página 32 Transcreva a sua Redação para a Folha de Redação. RASCUNHO DA REDAÇÃO1 234567 8 910111213141516171819 20 21222324252627282930*SA0175AZ32*']"
91,B,,"['Para serem absorvidos pelas células do intestino humano, os lipídios ingeridos precisam ser primeiramente HPXOVL¿FDGRV\x11\x03 1HVVD\x03 HWDSD\x03 GD\x03 GLJHVWmR\x0f\x03 WRUQD\x10VH\x03QHFHVViULD\x03 D\x03 DomR\x03 GRV\x03 iFLGRV\x03 ELOLDUHV\x0f\x03 YLVWR\x03 TXH\x03 RV\x03OLStGLRV\x03DSUHVHQWDP\x03XPD\x03QDWXUH]D\x03DSRODU\x03H\x03VmR\x03LQVRO~YHLV\x03em água. Esses ácidos atuam no processo de modo a Ahidrolisar os lipídios. Bagir como detergentes. CWRUQDU\x03RV\x03OLStGLRV\x03DQ¿ItOLFRV\x11 DSURPRYHU\x03D\x03VHFUHomR\x03GH\x03OLSDVHV\x11 Eestimular o trânsito intestinal dos lipídios.']"
92,C,,"[""$\x03 WHFQRORJLD\x03 GH\x03 FRPXQLFDomR\x03 GD\x03 HWLTXHWD\x03 5),'\x03 (chamada de etiqueta inteligente) é usada há anos para rastrear gado, vagões de trem, bagagem aérea e carros nos pedágios. Um modelo mais barato dessas etiquetas pode funcionar sem baterias e é constituído por três componentes: um microprocessador de silício; uma bobina de metal, feita de cobre ou de alumínio, que p\x03HQURODGD\x03HP\x03XP\x03SDGUmR\x03FLUFXODU \x03H\x03XP\x03HQFDSVXODGRU\x0f\x03que é um material de vidro ou polímero envolvendo o microprocessador e a bobina. Na presença de um campo de radiofrequência gerado pelo leitor, a etiqueta transmite sinais. A distância de leitura é determinada pelo tamanho da bobina e pela potência da onda de rádio emitida pelo leitor. 'LVSRQtYHO\x03HP \x03KWWS \x12\x12HOHWURQLFRV\x11KVZ\x11XRO\x11FRP\x11EU\x11\x03$FHVVR\x03HP \x03\x15\x1a \x03IHY\x11\x03\x15\x13\x14\x15\x03 DGDSWDGR \x11 "", 'etiqueta funciona sem pilhas porque o campo Aelétrico da onda de rádio agita elétrons da bobina. BHOpWULFR\x03GD\x03RQGD\x03GH\x03UiGLR\x03FULD\x03XPD\x03WHQVmR\x03QD\x03ERELQD\x11 Cmagnético da onda de rádio induz corrente na bobina. DPDJQpWLFR\x03GD\x03RQGD\x03GH\x03UiGLR\x03DTXHFH\x03RV\x03¿RV\x03GD\x03ERELQD\x11 Emagnético da onda de rádio diminui a ressonância no interior da bobina.']"
93,A,,"['Corredores ecológicos visam mitigar os efeitos da IUDJPHQWDomR\x03GRV\x03HFRVVLVWHPDV\x03SURPRYHQGR\x03D\x03OLJDomR\x03entre diferentes áreas, com o objetivo de proporcionar o GHVORFDPHQWR\x03GH\x03DQLPDLV\x0f\x03D\x03GLVSHUVmR\x03GH\x03VHPHQWHV\x03H\x03R\x03DXPHQWR\x03GD\x03FREHUWXUD\x03YHJHWDO\x11\x036mR\x03LQVWLWXtGRV\x03FRP\x03EDVH\x03em informações como estudos sobre o deslocamento de espécies, sua área de vida (área necessária para o suprimento de suas necessidades vitais e reprodutivas) e D\x03GLVWULEXLomR\x03GH\x03VXDV\x03SRSXODo}HV\x11 Disponível em: www.mma.gov.br. Acesso em: 30 nov. \x03\x15\x13\x14\x1a\x03 DG aptado).Nessa estratégia, a r HFXSHUDomR\x03 GD\x03 ELRGLYHUVLGDGH\x03 p\x03 efetiva porque ASURSLFLD\x03R\x03ÀX[R\x03JrQLFR\x11 BLQWHQVL¿FD\x03R\x03PDQHMR\x03GH\x03HVSpFLHV\x11 CDPSOLD\x03R\x03SURFHVVR\x03GH\x03RFXSDomR\x03KXPDQD\x11 Daumenta o número de indivíduos nas populações. EIDYRUHFH\x03D\x03IRUPDomR\x03GH\x03LOKDV\x03GH\x03SURWHomR\x03LQWHJUDO\x11']"
94,C,,"['$\x03LGHQWL¿FDomR\x03GH\x03ULVFRV\x03GH\x03SURGXWRV\x03SHULJRVRV\x03SDUD\x03R\x03 transporte rodoviário é obrigatória e realizada por meio da VLQDOL]DomR\x03FRPSRVWD\x03SRU\x03XP\x03SDLQHO\x03GH\x03VHJXUDQoD\x0f\x03GH\x03FRU\x03alaranjada, e um rótulo de risco. As informações inseridas no painel de segurança e no rótulo de risco, conforme GHWHUPLQD\x03D\x03OHJLVODomR\x0f\x03SHUPLWHP\x03TXH\x03VH\x03LGHQWL¿TXH\x03R\x03produto transportado e os perigos a ele associados. $\x03VLQDOL]DomR\x03PRVWUDGD\x03LGHQWL¿FD\x03XPD\x03VXEVWkQFLD\x03TXH\x03 HVWi\x03VHQGR\x03WUDQVSRUWDGD\x03HP\x03XP\x03FDPLQKmR\x11 2GÁS TÓXICO 268 1005 Os três algarismos da parte superior do painel indicam o “Número de risco” \x11\x032\x03Q~PHUR\x03\x15\x19\x1b\x03LQGLFD\x03WUDWDU\x10VH\x03GH\x03XP\x03 JiV\x03 \x15 \x0f\x03Wy[LFR\x03 \x19 \x03H\x03FRUURVLYR\x03 \x1b \x11\x032V\x03TXDWUR\x03GtJLWRV\x03GD\x03 parte inferior correspondem ao “Número ONU”, que LGHQWL¿FD\x03R\x03SURGXWR\x03WUDQVSRUWDGR\x11 %5$6,/\x11\x03 Resolução n. 420 \x0f\x03GH\x03\x14\x15\x12\x13\x15\x12\x15\x13\x13\x17\x0f\x03GD\x03$JrQFLD\x031DFLRQDO\x03GH\x037UDQVSRUWHV\x037HUUHVWUHV\x03 (ANTT)/Ministério dos Transportes (adaptado). ABNT. NBR 7500 \x03LGHQWL¿FDomR\x03SDUD\x03R\x03WUDQVSRUWH\x03WHUUHVWUH\x0f\x03PDQXVHLR\x0f\x03PRYLPHQWD omR\x03H\x03 DUPD]HQDPHQWR\x03GH\x03SURGXWRV\x11\x035LR\x03GH\x03-DQHLUR\x0f\x03\x15\x13\x13\x17\x03 DGDSWDGR \x11 &RQVLGHUDQGR\x03D\x03LGHQWL¿FDomR\x03DSUHVHQWDGD\x03QR\x03FDPLQKmR\x0f\x03 o código 1005 corresponde à substância Aeteno (C\x15H\x17). Bnitrogênio (N\x15). Camônia (NH3). Dpropano (C3H8). Edióxido de carbono (CO\x15).']"
95,E,,"[""No ciclo celular atuam moléculas reguladoras. Dentre elas, a proteína p53 é ativada em resposta a mutações QR\x03'1$\x0f\x03HYLWDQGR\x03D\x03SURJUHVVmR\x03GR\x03FLFOR\x03DWp\x03TXH\x03RV\x03GDQRV\x03VHMDP\x03UHSDUDGRV\x0f\x03RX\x03LQGX]LQGR\x03D\x03FpOXOD\x03j\x03DXWRGHVWUXLomR\x11 $/%(576\x0f\x03%\x11\x03HW\x03DO\x11\x03 Fundamentos da biologia celular . 3RUWR\x03$OHJUH \x03$UWPHG\x0f\x03\x15\x13\x14\x14\x03 DGDSWDGR \x11 "", ""ausência dessa proteína poderá favorecer a AUHGXomR\x03GD\x03VtQWHVH\x03GH\x03'1$\x0f\x03DFHOHUDQGR\x03R\x03FLFOR\x03FHOXODU\x11 BVDtGD\x03LPHGLDWD\x03GR\x03FLFOR\x03FHOXODU\x0f\x03DQWHFLSDQGR\x03D\x03SURWHomR\x03 do DNA. CDWLYDomR\x03GH\x03RXWUDV\x03SURWHtQDV\x03UHJXODGRUDV\x0f\x03LQGX]LQGR\x03 a apoptose. DPDQXWHQomR\x03GD\x03HVWDELOLGDGH\x03JHQpWLFD\x0f\x03IDYRUHFHQGR\x03D\x03 longevidade. ESUROLIHUDomR\x03 FHOXODU\x03 H[DJHUDGD\x0f\x03 UHVXOWDQGR\x03 QD\x03 IRUPDomR\x03 de um tumor.*DO0525AM2*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x16""]"
96,E,,"[""Muitos primatas, incluindo nós humanos, possuem YLVmR\x03WULFURPiWLFD \x03WrP\x03WUrV\x03SLJPHQWRV\x03YLVXDLV\x03QD\x03UHWLQD\x03sensíveis à luz de uma determinada faixa de comprimentos GH\x03RQGD\x11\x03,QIRUPDOPHQWH\x0f\x03HPERUD\x03RV\x03SLJPHQWRV\x03HP\x03VL\x03QmR\x03SRVVXDP\x03 FRU\x0f\x03 HVWHV\x03 VmR\x03 FRQKHFLGRV\x03 FRPR\x03 SLJPHQWRV\x03³D]XO´\x0f\x03³YHUGH´\x03H\x03³YHUPHOKR´\x03H\x03HVWmR\x03DVVRFLDGRV\x03j\x03FRU\x03TXH\x03FDXVD\x03JUDQGH\x03H[FLWDomR\x03 DWLYDomR \x11\x03$\x03VHQVDomR\x03TXH\x03WHPRV\x03DR\x03REVHUYDU\x03XP\x03REMHWR\x03FRORULGR\x03GHFRUUH\x03GD\x03DWLYDomR\x03relativa dos três pigmentos. Ou seja, se estimulássemos D\x03UHWLQD\x03FRP\x03XPD\x03OX]\x03QD\x03IDL[D\x03GH\x03\x18\x16\x13\x03QP\x03 UHWkQJXOR\x03,\x03QR\x03JUi¿FR \x0f\x03QmR\x03H[FLWDUtDPRV\x03R\x03SLJPHQWR\x03³D]XO´\x0f\x03R\x03SLJPHQWR\x03“verde” seria ativado ao máximo e o “vermelho” seria DWLYDGR\x03 HP\x03 DSUR[LPDGDPHQWH\x03 \x1a\x18\x08\x0f\x03 H\x03 LVVR\x03 QRV\x03 GDULD\x03D\x03VHQVDomR\x03GH\x03YHU\x03XPD\x03FRU\x03DPDUHODGD\x11\x03-i\x03XPD\x03OX]\x03QD\x03IDL[D\x03GH\x03FRPSULPHQWR\x03GH\x03RQGD\x03GH\x03\x19\x13\x13\x03QP\x03 UHWkQJXOR\x03,, \x03estimularia o pigmento “verde” um pouco e o “vermelho” HP\x03FHUFD\x03GH\x03\x1a\x18\x08\x0f\x03H\x03LVVR\x03QRV\x03GDULD\x03D\x03VHQVDomR\x03GH\x03YHU\x03ODUDQMD\x10DYHUPHOKDGR\x11\x03 1R\x03 HQWDQWR\x0f\x03 Ki\x03 FDUDFWHUtVWLFDV\x03genéticas presentes em alguns indivíduos, conhecidas coletivamente como Daltonismo, em que um ou mais SLJPHQWRV\x03QmR\x03IXQFLRQDP\x03SHUIHLWDPHQWH\x11 Ativação (%) Comprimento de onda (nm)azul“azul” “verde” “vermelho” verde roxo amarelo laranja vermelho400100 50 450 500II I 550 600 650 'LVSRQtYHO\x03HP \x03ZZZ\x11FRPSUHKHQVLYHSK\\VLRORJ\\\x11FRP\x11\x03$FHVVR\x03HP \x03\x16\x03DJ R\x11\x03\x15\x13\x14\x15\x03 DGDSWDGR \x11 Caso estimulássemos a retina de um indivíduo com essa FDUDFWHUtVWLFD\x0f\x03TXH\x03QmR\x03SRVVXtVVH\x03R\x03SLJPHQWR\x03FRQKHFLGR\x03 como “verde”, com as luzes de 530 nm e 600 nm na mesma intensidade luminosa, esse indivíduo seria incapaz de ALGHQWL¿FDU\x03R\x03FRPSULPHQWR\x03GH\x03RQGD\x03GR\x03DPDUHOR\x0f\x03XPD\x03 YH]\x03TXH\x03QmR\x03SRVVXL\x03R\x03SLJPHQWR\x03³YHUGH´\x11 Bver o estímulo de comprimento de onda laranja, pois QmR\x03KDYHULD\x03HVWLPXODomR\x03GH\x03XP\x03SLJPHQWR\x03YLVXDO\x11 Cdetectar ambos os comprimentos de onda, uma vez TXH\x03D\x03HVWLPXODomR\x03GRV\x03SLJPHQWRV\x03HVWDULD\x03SUHMXGLFDGD\x11 Dvisualizar o estímulo do comprimento de onda roxo, já que este se encontra na outra ponta do espectro. Edistinguir os dois comprimentos de onda, pois ambos estimulam o pigmento “vermelho” na mesma intensidade.""]"
97,B,,"['O grafeno é uma forma alotrópica do carbono constituído por uma folha planar (arranjo bidimensional) de átomos de carbono compactados e com a espessura de apenas um átomo. Sua estrutura é hexagonal, FRQIRUPH\x03D\x03¿JXUD\x11 1HVVH\x03DUUDQMR\x0f\x03RV\x03iWRPRV\x03GH\x03FDUERQR\x03SRVVXHP\x03KLEULGDomR Asp de geometria linear. Bsp \x15 de geometria trigonal planar. Csp3\x03DOWHUQDGRV\x03FRP\x03FDUERQRV\x03FRP\x03KLEULGDomR\x03 sp de geometria linear. Dsp3d de geometria planar. Esp3d\x15 com geometria hexagonal planar.']"
98,B,,"['Um projetista deseja construir um brinquedo que lance um pequeno cubo ao longo de um trilho horizontal, H\x03R\x03GLVSRVLWLYR\x03SUHFLVD\x03RIHUHFHU\x03D\x03RSomR\x03GH\x03PXGDU\x03D\x03velocidade de lançamento. Para isso, ele utiliza uma mola e um trilho onde o atrito pode ser desprezado, conforme D\x03¿JXUD\x11 Para que a velocidade de lançamento do cubo seja aumentada quatro vezes, o projetista deve Amanter a mesma mola e aumentar duas vezes a sua GHIRUPDomR\x11 Bmanter a mesma mola e aumentar quatro vezes a sua GHIRUPDomR\x11 Cmanter a mesma mola e aumentar dezesseis vezes a VXD\x03GHIRUPDomR\x11 Dtrocar a mola por outra de constante elástica duas YH]HV\x03PDLRU\x03H\x03PDQWHU\x03D\x03GHIRUPDomR\x11 Etrocar a mola por outra de constante elástica quatro YH]HV\x03PDLRU\x03H\x03PDQWHU\x03D\x03GHIRUPDomR\x11 *DO0525AM3*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x17']"
99,B,,"['Pesquisas demonstram que nanodispositivos baseados em movimentos de dimensões atômicas, induzidos por OX]\x0f\x03SRGHUmR\x03WHU\x03DSOLFDo}HV\x03HP\x03WHFQRORJLDV\x03IXWXUDV\x0f\x03VXEVWLWXLQG R\x03PLFURPRWRUHV\x0f\x03VHP\x03D\x03QHFHVVLGDGH\x03GH\x03FRPSRQHQWHV\x03 PHFkQLFRV\x11\x03([HPSOR\x03GH\x03PRYLPHQWR\x03PROHFXODU\x03LQGX]LGR\x03SHOD\x03OX]\x03SRG H\x03VHU\x03REVHUYDGR\x03SHOD\x03ÀH[mR\x03GH\x03XPD\x03OkPLQD\x03GHOJDGD\x03 de silício, ligado a um polímero de azobenzeno e a um material suporte, em dois comprimentos de onda, conforme LOXVWUDGR\x03QD\x03¿JXUD\x11\x03&RP\x03D\x03DSOLFDomR\x03GH\x03OX]\x03RFRUUHP\x03UHDo}HV\x03UHYH UVtYHLV\x03GD\x03FDGHLD\x03GR\x03SROtPHUR\x0f\x03TXH\x03SURPRYHP\x03R\x03 movimento observado. 420 nm365 nmHidrogênio CarbonoNitrogênioÁtomos: TOMA, H. E. A nanotecnologia das moléculas. Química Nova na Escola \x0f\x03Q\x11\x03\x15\x14\x0f\x03PDLR\x03\x15\x13\x13\x18\x03 DGDSWDGR \x11 O fenômeno de movimento molecular, promovido pela incidência de luz, decorre do(a) APRYLPHQWR\x03YLEUDFLRQDO\x03GRV\x03iWRPRV\x0f\x03TXH\x03OHYD\x03DR\x03HQFXUWDPHQWR\x03H\x03j\x03 UHOD[DomR\x03GDV\x03OLJDo}HV\x11 BLVRPHUL]DomR\x03GDV\x03OLJDo}HV\x031 N, sendo a forma cis do polímero mais compacta que a trans. CWDXWRPHUL]DomR\x03GDV\x03XQLGDGHV\x03PRQRPpULFDV\x03GR\x03SROtPHUR\x0f\x03TXH\x03OHYD\x03D \x03XP\x03FRPSRVWR\x03PDLV\x03FRPSDFWR\x11 Dressonância entre os elétrons S\x03do grupo azo e os do anel aromático que encurta as ligações duplas. EYDULDomR\x03FRQIRUPDFLRQDO\x03GDV\x03OLJDo}HV\x031 N, que resulta em estruturas com diferentes áreas de superfície.']"
100,D,,"['2\x03FDUUR\x03ÀH[\x03p\x03XPD\x03UHDOLGDGH\x03QR\x03%UDVLO\x11\x03(VWHV\x03YHtFXORV\x03HVWmR\x03HTX LSDGRV\x03FRP\x03PRWRU\x03TXH\x03WHP\x03D\x03FDSDFLGDGH\x03GH\x03 funcionar com mais de um tipo de combustível. No entanto, as pessoas que têm esse tipo de veículo, na hora do abastecimento, têm sempre a dúvida: álcool ou gasolina? Para avaliar o consumo desses combustíveis, UHDOL]RX\x10VH\x03XP\x03SHUFXUVR\x03FRP\x03XP\x03YHtFXOR\x03ÀH[\x0f\x03FRQVXPLQGR\x03\x17\x13\x03OLWUR V\x03GH\x03JDVROLQD\x03H\x03QR\x03SHUFXUVR\x03GH\x03YROWD\x03XWLOL]RX\x10VH\x03HWDQRO\x11\x03 )RL\x03FRQVLGHUDGR\x03R\x03PHVPR\x03FRQVXPR\x03GH\x03HQHUJLD\x03WDQWR\x03QR\x03SHUFXUVR\x03GH \x03LGD\x03TXDQWR\x03QR\x03GH\x03YROWD\x11 O quadro resume alguns dados aproximados sobre esses combustíveis. Combustível Densidade (g mLí1) Calor de combustão (kcal gí1) Etanol 0,8 í\x19 Gasolina \x13\x0f\x1a í\x14\x13 O volume de etanol combustível, em litro, consumido no percurso de volta é mais próximo de A\x15\x1a\x11 B\x16\x15\x11 C\x16\x1a\x11 D58. E\x19\x1a\x11*DO0525AM4*&1\x03\x10\x03\x15\x9e\x03GLD\x03_\x03&DGHUQR\x03\x18\x03\x10\x03$0$5(/2\x03\x10\x033iJLQD\x03\x18']"
101,A,,"['$V\x03 DEHOKDV\x03 XWLOL]DP\x03 D\x03 VLQDOL]DomR\x03 TXtPLFD\x03 SDUD\x03 GLVWLQJXLU\x03 D\x03 DEHOKD\x10UDLQKD\x03 GH\x03 XPD\x03 RSHUiULD\x0f\x03 VHQGR\x03capazes de reconhecer diferenças entre moléculas. A rainha produz o sinalizador químico conhecido como iFLGR\x03 \x10KLGUR[LGHF\x10\x15\x10HQRLFR\x0f\x03 HQTXDQWR\x03 DV\x03 DEHOKDV\x10\x10RSHUiULDV\x03 SURGX]HP\x03 iFLGR\x03 \x14\x13\x10KLGUR[LGHF\x10\x15\x10HQRLFR\x11\x031yV\x03SRGHPRV\x03GLVWLQJXLU\x03DV\x03DEHOKDV\x10RSHUiULDV\x03H\x03UDLQKDV\x03por sua aparência, mas, entre si, elas usam essa VLQDOL]DomR\x03TXtPLFD\x03SDUD\x03SHUFHEHU\x03D\x03GLIHUHQoD\x11\x033RGH\x10VH\x03dizer que veem por meio da química. /(\x03&287(85\x0f\x033\x11 \x03%855(621\x0f\x03-\x11\x03 Os botões de Napoleão \x03DV\x03\x14\x1a\x03PROpFXODV\x03 TXH\x03PXGDUDP\x03D\x03KLVWyULD\x11\x035LR\x03GH\x03-DQHLUR \x03-RUJH\x03=DKDU\x0f\x03\x15\x13\x13\x19\x03 DGDS WDGR \x11 As moléculas dos sinalizadores químicos produzidas pelas abelhas rainha e operária possuem diferença na Afórmula estrutural. Bfórmula molecular. CLGHQWL¿FDomR\x03GRV\x03WLSRV\x03GH\x03OLJDomR\x11 Dcontagem do número de carbonos. ELGHQWL¿FDomR\x03GRV\x03JUXSRV\x03IXQFLRQDLV\x11']"
102,C,,"[',QVHWRV\x03SRGHP\x03DSUHVHQWDU\x03WUrV\x03WLSRV\x03GH\x03GHVHQYROYLPHQWR\x11\x03 Um deles, a holometabolia (desenvolvimento completo), é constituído pelas fases de ovo, larva, pupa e adulto sexualmente maduro, que ocupam diversos hábitats. Os insetos com holometabolia pertencem às ordens mais numerosas em termos de espécies conhecidas. Esse tipo de desenvolvimento está relacionado a um PDLRU\x03Q~PHUR\x03GH\x03HVSpFLHV\x03HP\x03UD]mR\x03GD ASURWHomR\x03QD\x03IDVH\x03GH\x03SXSD\x0f\x03IDYRUHFHQGR\x03D\x03VREUHYLYrQFLD\x03 de adultos férteis. BSURGXomR\x03GH\x03PXLWRV\x03RYRV\x0f\x03ODUYDV\x03H\x03SXSDV\x0f\x03DXPHQWDQGR\x03 o número de adultos. CH[SORUDomR\x03 GH\x03 GLIHUHQWHV\x03 QLFKRV\x0f\x03 HYLWDQGR\x03 D\x03 FRPSHWLomR\x03HQWUH\x03DV\x03IDVHV\x03GD\x03YLGD\x11 DLQJHVWmR\x03GH\x03DOLPHQWRV\x03HP\x03WRGDV\x03DV\x03IDVHV\x03GH\x03YLGD\x0f\x03 garantindo o surgimento do adulto. EXWLOL]DomR\x03GR\x03PHVPR\x03DOLPHQWR\x03HP\x03WRGDV\x03DV\x03IDVHV\x0f\x03 RWLPL]DQGR\x03D\x03QXWULomR\x03GR\x03RUJDQLVPR\x11']"
103,E,,"['Talvez você já tenha bebido suco usando dois FDQXGLQKRV\x03LJXDLV\x11\x03(QWUHWDQWR\x0f\x03SRGH\x10VH\x03YHUL¿FDU\x03TXH\x0f\x03VH\x03colocar um canudo imerso no suco e outro do lado de IRUD\x03GR\x03OtTXLGR\x0f\x03ID]HQGR\x03D\x03VXFomR\x03VLPXOWDQHDPHQWH\x03HP\x03DPERV\x0f\x03YRFr\x03WHUi\x03GL¿FXOGDGH\x03HP\x03EHEr\x10OR\x11 (VVD\x03GL¿FXOGDGH\x03RFRUUH\x03SRUTXH\x03R D AIRUoD\x03QHFHVViULD\x03SDUD\x03D\x03VXFomR\x03GR\x03DU\x03H\x03GR\x03VXFR\x03 simultaneamente dobra de valor. Bdensidade do ar é menor que a do suco, portanto, o volume de ar aspirado é muito maior que o volume de suco. Cvelocidade com que o suco sobe deve ser constante nos dois canudos, o que é impossível com um dos canudos de fora. Dpeso da coluna de suco é consideravelmente maior TXH\x03R\x03SHVR\x03GD\x03FROXQD\x03GH\x03DU\x0f\x03R\x03TXH\x03GL¿FXOWD\x03D\x03VXFomR\x03do líquido. ESUHVVmR\x03QR\x03LQWHULRU\x03GD\x03ERFD\x03DVVXPH\x03SUDWLFDPHQWH\x03R\x03 mesmo valor daquela que atua sobre o suco.']"
